"downloaded","item_id","item_definition","category","8","9","11","12","13","14","15","16"
2023-12-01,334,"chaud/e","descriptive_words",0.09,0.25,0.18,0.19,0.2,0.12,0.5,0.2
2023-12-01,335,"content/e","descriptive_words",0.04,0.25,0.14,0.08,0.19,0.08,0.5,0.2
2023-12-01,336,"dégoûtant/e","descriptive_words",0.04,0,0.04,0.08,0.08,0,0,0.2
2023-12-01,337,"doux/ce","descriptive_words",0.09,0.25,0.14,0.19,0.13,0,0.5,0.2
2023-12-01,338,"dur","descriptive_words",0,0,0.04,0,0.03,0,0,0
2023-12-01,339,"endormi","descriptive_words",0.04,0,0.04,0.12,0.12,0,0.5,0.2
2023-12-01,340,"fatigué","descriptive_words",0.17,0.25,0.36,0.35,0.38,0.33,1,0.2
2023-12-01,341,"froid","descriptive_words",0.04,0.25,0.14,0.08,0.09,0.08,0.5,0.2
2023-12-01,342,"gentil/le","descriptive_words",0.04,0,0.14,0.19,0.14,0,0,0.4
2023-12-01,343,"grand","descriptive_words",0.13,0,0.07,0.27,0.12,0.08,0.5,0.2
2023-12-01,344,"joli","descriptive_words",0.11,0,0.11,0.12,0.12,0,0.5,0
2023-12-01,345,"malade","descriptive_words",0.11,0,0.07,0.27,0.15,0.04,0.5,0.6
2023-12-01,346,"méchant/e","descriptive_words",0.06,0,0,0.15,0.13,0,0.5,0.4
2023-12-01,347,"mignon/ne","descriptive_words",0.11,0,0.04,0.12,0.12,0.04,0.5,0.4
2023-12-01,348,"mouillé","descriptive_words",0.06,0.25,0.07,0.12,0.13,0,0.5,0.2
2023-12-01,349,"parti","descriptive_words",0,0,0.18,0.23,0.16,0.33,0.5,0
2023-12-01,350,"pas bon","descriptive_words",0.06,0,0.18,0.23,0.16,0.08,0,0.4
2023-12-01,351,"petit/e","descriptive_words",0.02,0,0.11,0.04,0.03,0,0.5,0
2023-12-01,352,"propre","descriptive_words",0.04,0.25,0.14,0.12,0.15,0.04,0.5,0.2
2023-12-01,353,"rouge","descriptive_words",0.06,0,0,0.15,0.05,0,0.5,0
2023-12-01,354,"sale","descriptive_words",0.13,0.25,0.14,0.19,0.27,0,0.5,0.6
2023-12-01,355,"sec/che","descriptive_words",0.04,0,0,0.04,0.03,0,0.5,0
2023-12-01,356,"sombre","descriptive_words",0.04,0,0,0.04,0.03,0,0.5,0.2
2023-12-01,357,"tendre","descriptive_words",0,0,0,0.08,0.03,0,0,0
2023-12-01,358,"vide","descriptive_words",0.02,0.25,0.04,0.19,0.1,0.04,0,0
2023-12-01,359,"vieux/vieille","descriptive_words",0.02,0,0,0.04,0.03,0,0,0
2023-12-01,360,"vilain/e","descriptive_words",0.13,0,0.04,0.23,0.15,0,0,0.2
2023-12-01,361,"vite","descriptive_words",0.04,0,0.07,0.15,0.08,0.04,0.5,0.4
2023-12-01,362,"aider","action_words",0.02,0.25,0.04,0.04,0.07,0,0.5,0.4
2023-12-01,363,"aimer","action_words",0.09,0.25,0.14,0.12,0.15,0,0.5,0.2
2023-12-01,364,"aller","action_words",0.06,0.25,0.21,0.15,0.19,0.08,0.5,0.4
2023-12-01,365,"apporter","action_words",0,0,0.07,0.15,0.2,0.17,0.5,0.4
2023-12-01,366,"arrêter","action_words",0.06,0.25,0.32,0.27,0.24,0.21,0.5,0.6
2023-12-01,367,"avoir sommeil","action_words",0.21,0.25,0.18,0.46,0.27,0.08,0.5,0.4
2023-12-01,368,"balancer","action_words",0.02,0,0.04,0,0.03,0.04,0.5,0.2
2023-12-01,369,"boire","action_words",0.17,0.25,0.32,0.38,0.38,0.5,0.5,0.4
2023-12-01,370,"casser","action_words",0.04,0.25,0.07,0.04,0.16,0.04,0.5,0
2023-12-01,371,"chanter","action_words",0.04,0.25,0.21,0.23,0.24,0.08,0.5,0.2
2023-12-01,372,"chatouiller","action_words",0.11,0,0.18,0.19,0.13,0.08,0.5,0.4
2023-12-01,373,"conduire","action_words",0.02,0.25,0,0,0.02,0,0,0
2023-12-01,374,"courir","action_words",0.02,0,0,0.15,0.09,0.04,0.5,0.2
2023-12-01,375,"danser","action_words",0.04,0,0.18,0.38,0.34,0.29,0.5,0.6
2023-12-01,376,"dessiner","action_words",0.04,0,0.04,0.08,0.12,0.04,0,0.6
2023-12-01,377,"dire","action_words",0.02,0.25,0.18,0.08,0.09,0,0.5,0.2
2023-12-01,378,"donner","action_words",0.04,0,0.25,0.23,0.23,0,0.5,0.2
2023-12-01,379,"donner un coup de pied","action_words",0.06,0,0,0.08,0.05,0,0.5,0
2023-12-01,380,"dormir","action_words",0.09,0,0.32,0.23,0.35,0.25,0.5,0.6
2023-12-01,381,"éclabousser","action_words",0.04,0,0.07,0.04,0.05,0.04,0.5,0.2
2023-12-01,382,"écrire","action_words",0,0.25,0,0.08,0.01,0,0.5,0
2023-12-01,383,"essuyer","action_words",0,0,0.07,0,0.09,0,0.5,0.2
2023-12-01,384,"faire du vélo/de la moto","action_words",0,0,0.07,0.08,0.05,0,0,0.2
2023-12-01,385,"faire un bisou","action_words",0.13,0,0.43,0.19,0.36,0.38,0.5,0.4
2023-12-01,386,"fermer","action_words",0,0.25,0.11,0.19,0.22,0.25,0.5,0.4
2023-12-01,387,"finir","action_words",0.02,0,0.11,0.08,0.07,0,0.5,0.2
2023-12-01,388,"jeter","action_words",0.04,0,0.21,0.15,0.2,0.17,0.5,0.2
2023-12-01,389,"jouer","action_words",0.09,0.25,0.32,0.31,0.15,0,0.5,0.4
2023-12-01,390,"laver","action_words",0.06,0.25,0.29,0.15,0.24,0.17,0.5,0.2
2023-12-01,391,"lire","action_words",0.02,0.25,0.36,0.35,0.26,0.08,0.5,0.2
2023-12-01,392,"manger","action_words",0.19,0.25,0.32,0.38,0.51,0.67,0.5,0.6
2023-12-01,393,"marcher","action_words",0.04,0.25,0.21,0.19,0.28,0.33,0.5,0.4
2023-12-01,394,"mettre","action_words",0.02,0,0.07,0.12,0.15,0.17,0.5,0.4
2023-12-01,395,"montrer","action_words",0.02,0.25,0.18,0.15,0.17,0.12,0.5,0.2
2023-12-01,396,"mordre","action_words",0.02,0,0.07,0.08,0.14,0.12,0.5,0.2
2023-12-01,397,"nager","action_words",0,0.25,0.04,0.04,0.03,0,0,0.2
2023-12-01,398,"nettoyer","action_words",0.02,0,0.04,0.08,0.14,0.08,0.5,0.4
2023-12-01,399,"nourrir","action_words",0.02,0,0.04,0.04,0.05,0.04,0.5,0.4
2023-12-01,400,"ouvrir","action_words",0.02,0.25,0.18,0.15,0.17,0.21,0.5,0.2
2023-12-01,401,"pleurer","action_words",0.04,0.25,0.29,0.12,0.21,0.08,0.5,0.4
2023-12-01,402,"pousser","action_words",0.04,0,0.04,0.12,0.15,0.12,0.5,0.2
2023-12-01,403,"prendre","action_words",0.09,0.25,0.29,0.19,0.2,0,0.5,0.4
2023-12-01,404,"prendre dans ses bras","action_words",0.11,0,0.32,0.27,0.28,0.25,0.5,0.2
2023-12-01,405,"recevoir","action_words",0.04,0.25,0,0.04,0.01,0,0,0
2023-12-01,406,"regarder","action_words",0.11,0.25,0.32,0.19,0.33,0.25,0.5,0.6
2023-12-01,407,"sauter","action_words",0.02,0,0.11,0,0.06,0.08,0,0
2023-12-01,408,"se cogner","action_words",0.04,0.25,0.18,0.12,0.15,0.08,0.5,0.2
2023-12-01,409,"se dépêcher","action_words",0.02,0,0.04,0.04,0.07,0,0.5,0.2
2023-12-01,410,"souffler","action_words",0.02,0,0.11,0,0.15,0.29,0.5,0.6
2023-12-01,411,"sourire","action_words",0.06,0.25,0.14,0.15,0.16,0.12,0.5,0.4
2023-12-01,412,"taper","action_words",0.09,0,0.25,0.23,0.31,0.21,0.5,0.2
2023-12-01,413,"tirer","action_words",0.02,0,0.11,0,0.05,0.12,0.5,0
2023-12-01,414,"tomber","action_words",0.04,0,0.11,0.15,0.24,0.21,0.5,0.4
2023-12-01,415,"toucher","action_words",0.09,0.25,0.25,0.23,0.26,0.12,0.5,0.4
2023-12-01,416,"voir","action_words",0,0.25,0.14,0.08,0.13,0.08,0.5,0.2
2023-12-01,417,"aujourd'hui","time_words",0.15,0,0.04,0.23,0.13,0.08,0.5,0.4
2023-12-01,418,"ce soir","time_words",0.11,0,0.07,0.27,0.17,0.04,0.5,0.6
2023-12-01,419,"demain","time_words",0.02,0,0.04,0,0.06,0.08,0.5,0.2
2023-12-01,420,"jour","time_words",0.02,0.25,0.07,0,0.08,0.04,0.5,0.2
2023-12-01,421,"maintenant","time_words",0,0.25,0,0.04,0.03,0.04,0.5,0
2023-12-01,422,"matin","time_words",0.15,0.25,0.04,0.27,0.16,0.04,0.5,0.2
2023-12-01,423,"nuit","time_words",0.06,0.25,0.11,0.04,0.15,0.08,0.5,0.2
2023-12-01,424,"dans","prepositions",0,0.25,0.11,0.04,0.12,0.17,0.5,0.2
2023-12-01,425,"dedans","prepositions",0,0,0.07,0.08,0.08,0,0.5,0
2023-12-01,426,"dehors","prepositions",0.04,0,0.07,0.19,0.09,0.04,0,0.2
2023-12-01,427,"derrière","prepositions",0.04,0,0.04,0.04,0.09,0.08,0.5,0.4
2023-12-01,428,"en bas","prepositions",0,0.25,0.04,0.04,0.06,0,0,0.2
2023-12-01,429,"en haut","prepositions",0.15,0.25,0.04,0.19,0.14,0.04,0,0.6
2023-12-01,430,"là","prepositions",0.02,0.25,0.25,0.15,0.28,0.25,0.5,0.2
2023-12-01,431,"là-bas","prepositions",0.06,0.25,0.07,0.19,0.13,0.17,0.5,0
2023-12-01,432,"loin","prepositions",0.04,0,0,0,0.01,0.04,0,0.2
2023-12-01,433,"sous","prepositions",0,0.25,0.04,0,0.08,0.04,0.5,0.2
2023-12-01,434,"sur","prepositions",0,0,0.04,0.08,0.07,0.12,0.5,0
2023-12-01,435,"à elle/sa","pronouns",0.02,0.25,0.07,0.12,0.08,0.12,0,0.4
2023-12-01,436,"à lui/son","pronouns",0.04,0.25,0.07,0.08,0.06,0.12,0,0.4
2023-12-01,437,"à moi","pronouns",0.02,0.25,0.11,0.04,0.02,0,0.5,0
2023-12-01,438,"ça","pronouns",0.04,0.25,0.14,0.08,0.08,0.04,0.5,0.2
2023-12-01,439,"je","pronouns",0,0.25,0.11,0,0.07,0,0.5,0.4
2023-12-01,440,"ma/mon/mes","pronouns",0.06,0,0.11,0.08,0.15,0.04,0,0.4
2023-12-01,441,"moi","pronouns",0.02,0,0.14,0.08,0.12,0.04,0.5,0.2
2023-12-01,442,"votre/ta/ton","pronouns",0,0,0.14,0.04,0.05,0,0,0.2
2023-12-01,443,"vous/tu","pronouns",0.04,0,0.11,0.19,0.1,0,0.5,0.4
2023-12-01,444,"comment","question_words",0.02,0,0,0.04,0.05,0,0,0
2023-12-01,445,"où","question_words",0.04,0.25,0.18,0.19,0.2,0.21,0.5,0.2
2023-12-01,446,"pourquoi","question_words",0.02,0,0.04,0,0.02,0,0,0
2023-12-01,447,"quand","question_words",0.02,0.25,0,0,0.01,0,0,0.2
2023-12-01,448,"qui","question_words",0.06,0.25,0.14,0.12,0.08,0,0,0.2
2023-12-01,449,"quoi","question_words",0.02,0.25,0.11,0.04,0.07,0,0,0
2023-12-01,450,"aucun/ne","quantifiers",0,0,0,0,0,0,0,0.2
2023-12-01,451,"encore","quantifiers",0.06,0,0.21,0.12,0.28,0.42,0,0.4
2023-12-01,452,"le/la même","quantifiers",0,0,0.04,0,0.06,0.04,0,0.4
2023-12-01,453,"pas","quantifiers",0.02,0.25,0.11,0.12,0.15,0.08,0.5,0.2
2023-12-01,454,"tous/tout","quantifiers",0.02,0,0,0,0.02,0,0,0.2
2023-12-01,455,"un autre","quantifiers",0,0,0.07,0.04,0.08,0.17,0,0.2
2023-12-01,456,"un peu","quantifiers",0.02,0.25,0.07,0.08,0.09,0.08,0.5,0.2
2023-12-01,519,"bateau","vehicles",0,0,0,0,0.05,0.04,0,0
2023-12-01,520,"hélicoptère","vehicles",0,0,0,0,0.01,0,0,0
2023-12-01,521,"traîneau","vehicles",0,0,0,0,0,0,0,0
2023-12-01,522,"tracteur","vehicles",0,0,0,0,0,0.04,0,0
2023-12-01,523,"tricycle","vehicles",0,0,0,0,0,0,0,0
2023-12-01,524,"stylo","toys",0,0,0,0,0.02,0.04,0,0
2023-12-01,525,"jouet","toys",0,0,0,0,0.1,0.25,0,0
2023-12-01,526,"raquette","toys",0,0,0,0,0,0,0,0
2023-12-01,527,"craie","toys",0,0,0,0,0,0,0,0
2023-12-01,528,"jeu","toys",0,0,0,0,0.03,0.04,0,0
2023-12-01,529,"colle","toys",0,0,0,0,0.01,0,0,0
2023-12-01,530,"pâte à modeler","toys",0,0,0,0,0.01,0.04,0,0
2023-12-01,531,"cadeau","toys",0,0,0,0,0.03,0,0,0
2023-12-01,532,"puzzle","toys",0,0,0,0,0.03,0,0,0
2023-12-01,533,"histoire","toys",0,0,0,0,0.12,0.17,0,0
2023-12-01,534,"feutre","toys",0,0,0,0,0.01,0,0,0
2023-12-01,535,"crocodile","animals",0,0,0,0,0.09,0.12,0,0
2023-12-01,536,"fourmi","animals",0,0,0,0,0.02,0.04,0,0
2023-12-01,537,"renne","animals",0,0,0,0,0,0,0,0
2023-12-01,538,"coq","animals",0,0,0,0,0.03,0,0,0
2023-12-01,539,"loup","animals",0,0,0,0,0.03,0.12,0,0
2023-12-01,540,"zèbre","animals",0,0,0,0,0.01,0,0,0
2023-12-01,541,"petits pots","food_drink",0,0,0,0,0.14,0.08,0,0
2023-12-01,542,"thon","food_drink",0,0,0,0,0,0,0,0
2023-12-01,543,"kiwi","food_drink",0,0,0,0,0.03,0.04,0,0
2023-12-01,544,"compote","food_drink",0,0,0,0,0.21,0.42,0,0
2023-12-01,545,"haricot","food_drink",0,0,0,0,0.02,0.04,0,0
2023-12-01,546,"chocolat","food_drink",0,0,0,0,0.06,0.04,0,0
2023-12-01,547,"coca","food_drink",0,0,0,0,0,0,0,0
2023-12-01,548,"maïs","food_drink",0,0,0,0,0,0.04,0,0
2023-12-01,549,"beignet","food_drink",0,0,0,0,0,0,0,0
2023-12-01,550,"frites","food_drink",0,0,0,0,0.01,0.04,0,0
2023-12-01,551,"haricots verts","food_drink",0,0,0,0,0,0.04,0,0
2023-12-01,552,"chewing-gum","food_drink",0,0,0,0,0,0,0,0
2023-12-01,553,"hamburger","food_drink",0,0,0,0,0,0,0,0
2023-12-01,554,"glaçon","food_drink",0,0,0,0,0,0,0,0
2023-12-01,555,"vitamines","food_drink",0,0,0,0,0.05,0.04,0,0
2023-12-01,556,"bonbons","food_drink",0,0,0,0,0,0,0,0
2023-12-01,557,"confiture","food_drink",0,0,0,0,0.01,0,0,0
2023-12-01,558,"yaourt","food_drink",0,0,0,0,0.2,0.21,0,0
2023-12-01,559,"sucette","food_drink",0,0,0,0,0,0.04,0,0
2023-12-01,560,"melon","food_drink",0,0,0,0,0.01,0.04,0,0
2023-12-01,561,"madeleine","food_drink",0,0,0,0,0.01,0,0,0
2023-12-01,562,"noisettes","food_drink",0,0,0,0,0,0,0,0
2023-12-01,563,"crêpe","food_drink",0,0,0,0,0.01,0,0,0
2023-12-01,564,"nutella","food_drink",0,0,0,0,0.01,0,0,0
2023-12-01,565,"mayonnaise","food_drink",0,0,0,0,0,0,0,0
2023-12-01,566,"pop-corn","food_drink",0,0,0,0,0,0,0,0
2023-12-01,567,"esquimau","food_drink",0,0,0,0,0,0,0,0
2023-12-01,568,"pomme de terre","food_drink",0,0,0,0,0.03,0,0,0
2023-12-01,569,"chips","food_drink",0,0,0,0,0,0,0,0
2023-12-01,570,"bretzel","food_drink",0,0,0,0,0,0,0,0
2023-12-01,571,"flan","food_drink",0,0,0,0,0,0,0,0
2023-12-01,572,"courge","food_drink",0,0,0,0,0,0,0,0
2023-12-01,573,"raisins secs","food_drink",0,0,0,0,0,0,0,0
2023-12-01,574,"sel","food_drink",0,0,0,0,0,0,0,0
2023-12-01,575,"sandwich","food_drink",0,0,0,0,0,0,0,0
2023-12-01,576,"sauce","food_drink",0,0,0,0,0,0,0,0
2023-12-01,577,"limonade","food_drink",0,0,0,0,0,0,0,0
2023-12-01,578,"fraise","food_drink",0,0,0,0,0,0.04,0,0
2023-12-01,579,"vanille","food_drink",0,0,0,0,0,0,0,0
2023-12-01,580,"genouillère","clothing",0,0,0,0,0,0,0,0
2023-12-01,581,"aïe","body_parts",0,0,0,0,0.09,0.17,0,0
2023-12-01,582,"bobo","body_parts",0,0,0,0,0.06,0.08,0,0
2023-12-01,583,"cheville","body_parts",0,0,0,0,0,0,0,0
2023-12-01,584,"fesses","body_parts",0,0,0,0,0.03,0.04,0,0
2023-12-01,585,"menton","body_parts",0,0,0,0,0.01,0,0,0
2023-12-01,586,"lèvre","body_parts",0,0,0,0,0,0,0,0
2023-12-01,587,"pénis/zizi…","body_parts",0,0,0,0,0.02,0.04,0,0
2023-12-01,588,"vagin/zezette…","body_parts",0,0,0,0,0.01,0,0,0
2023-12-01,589,"cuisine","furniture_rooms",0,0,0,0,0.13,0.25,0,0
2023-12-01,590,"étendage","furniture_rooms",0,0,0,0,0.01,0,0,0
2023-12-01,591,"entrée","furniture_rooms",0,0,0,0,0.01,0,0,0
2023-12-01,592,"douche","furniture_rooms",0,0,0,0,0.03,0.08,0,0
2023-12-01,593,"pièce","furniture_rooms",0,0,0,0,0.01,0,0,0
2023-12-01,594,"cave","furniture_rooms",0,0,0,0,0,0,0,0
2023-12-01,595,"banc","furniture_rooms",0,0,0,0,0,0,0,0
2023-12-01,596,"wc","furniture_rooms",0,0,0,0,0.02,0.04,0,0
2023-12-01,597,"machine à laver","furniture_rooms",0,0,0,0,0.07,0.08,0,0
2023-12-01,598,"les courses","games_routines",0,0,0,0,0.05,0,0,0
2023-12-01,599,"goûter","games_routines",0,0,0,0,0.1,0.21,0,0
2023-12-01,600,"coup de fil","games_routines",0,0,0,0,0.01,0,0,0
2023-12-01,601,"top là","games_routines",0,0,0,0,0.06,0.08,0,0
2023-12-01,602,"je vais t'attraper","games_routines",0,0,0,0,0.13,0.29,0,0
2023-12-01,603,"va sur le pot","games_routines",0,0,0,0,0,0,0,0
2023-12-01,604,"tourne-toi","games_routines",0,0,0,0,0.05,0.04,0,0
2023-12-01,605,"ce petit cochon","games_routines",0,0,0,0,0.01,0,0,0
2023-12-01,606,"camping","places",0,0,0,0,0,0,0,0
2023-12-01,607,"cirque","places",0,0,0,0,0,0,0,0
2023-12-01,608,"campagne","places",0,0,0,0,0,0.04,0,0
2023-12-01,609,"Centre-ville","places",0,0,0,0,0.01,0,0,0
2023-12-01,610,"ferme","places",0,0,0,0,0,0,0,0
2023-12-01,611,"station service","places",0,0,0,0,0,0,0,0
2023-12-01,612,"cinéma","places",0,0,0,0,0,0,0,0
2023-12-01,613,"pique-nique","places",0,0,0,0,0,0,0,0
2023-12-01,614,"terrain de jeux","places",0,0,0,0,0.01,0,0,0
2023-12-01,615,"forêt","places",0,0,0,0,0,0,0,0
2023-12-01,616,"au sujet de","prepositions",0,0,0,0,0,0,0,0
2023-12-01,617,"au dessus de","prepositions",0,0,0,0,0.02,0.04,0,0
2023-12-01,618,"autour de","prepositions",0,0,0,0,0.01,0,0,0
2023-12-01,619,"à","prepositions",0,0,0,0,0,0.04,0,0
2023-12-01,620,"à côté de","prepositions",0,0,0,0,0.03,0.04,0,0
2023-12-01,621,"chez","prepositions",0,0,0,0,0,0,0,0
2023-12-01,622,"pour","prepositions",0,0,0,0,0,0,0,0
2023-12-01,623,"ici","prepositions",0,0,0,0,0.03,0.12,0,0
2023-12-01,624,"à l'intérieur de","prepositions",0,0,0,0,0.05,0,0,0
2023-12-01,625,"près de","prepositions",0,0,0,0,0,0,0,0
2023-12-01,626,"de","prepositions",0,0,0,0,0,0,0,0
2023-12-01,627,"au loin","prepositions",0,0,0,0,0,0,0,0
2023-12-01,628,"au sommet de","prepositions",0,0,0,0,0,0,0,0
2023-12-01,629,"par dessus","prepositions",0,0,0,0,0.02,0,0,0
2023-12-01,630,"vers","prepositions",0,0,0,0,0,0,0,0
2023-12-01,631,"avec","prepositions",0,0,0,0,0.01,0,0,0
2023-12-01,632,"le/la/les/quel(les)","question_words",0,0,0,0,0.01,0,0,0
2023-12-01,633,"aucun/e","quantifiers",0,0,0,0,0.01,0,0,0
2023-12-01,634,"un/une","quantifiers",0,0,0,0,0.01,0.08,0,0
2023-12-01,635,"plein/beaucoup","quantifiers",0,0,0,0,0.03,0.08,0,0
2023-12-01,636,"du/de la/des","quantifiers",0,0,0,0,0.01,0,0,0
2023-12-01,637,"chaque","quantifiers",0,0,0,0,0,0,0,0
2023-12-01,638,"autre","quantifiers",0,0,0,0,0.02,0,0,0
2023-12-01,639,"aussi","quantifiers",0,0,0,0,0.01,0,0,0
2023-12-01,640,"le/la/les","quantifiers",0,0,0,0,0.01,0.04,0,0
2023-12-01,641,"Il","pronouns",0,0,0,0,0.01,0,0,0
2023-12-01,642,"ses","pronouns",0,0,0,0,0.01,0,0,0
2023-12-01,643,"lui","pronouns",0,0,0,0,0.01,0.04,0,0
2023-12-01,644,"moi-même","pronouns",0,0,0,0,0,0,0,0
2023-12-01,645,"notre","pronouns",0,0,0,0,0.01,0,0,0
2023-12-01,646,"elle","pronouns",0,0,0,0,0.01,0.04,0,0
2023-12-01,647,"leur","pronouns",0,0,0,0,0.01,0,0,0
2023-12-01,648,"ces","pronouns",0,0,0,0,0.01,0,0,0
2023-12-01,649,"ils/elles","pronouns",0,0,0,0,0.01,0,0,0
2023-12-01,650,"ceux","pronouns",0,0,0,0,0.01,0,0,0
2023-12-01,651,"nous","pronouns",0,0,0,0,0.02,0,0,0
2023-12-01,652,"on","pronouns",0,0,0,0,0.01,0,0,0
2023-12-01,653,"toi-même","pronouns",0,0,0,0,0,0,0,0
2023-12-01,654,"après","time_words",0,0,0,0,0.02,0.04,0,0
2023-12-01,655,"avant","time_words",0,0,0,0,0.01,0,0,0
2023-12-01,656,"heure","time_words",0,0,0,0,0.01,0.04,0,0
2023-12-01,657,"hier","time_words",0,0,0,0,0.01,0,0,0
2023-12-01,658,"et","connecting_words",0,0,0,0,0.01,0,0,0
2023-12-01,659,"parce que","connecting_words",0,0,0,0,0.01,0,0,0
2023-12-01,660,"mais","connecting_words",0,0,0,0,0.01,0,0,0
2023-12-01,661,"si","connecting_words",0,0,0,0,0.01,0.04,0,0
2023-12-01,662,"donc","connecting_words",0,0,0,0,0.01,0,0,0
2023-12-01,663,"alors","connecting_words",0,0,0,0,0.01,0,0,0
2023-12-01,664,"rocher","outside",0,0,0,0,0.01,0,0,0
2023-12-01,665,"nuage","outside",0,0,0,0,0,0,0,0
2023-12-01,666,"drapeau","outside",0,0,0,0,0,0,0,0
2023-12-01,667,"herbe","outside",0,0,0,0,0.05,0.04,0,0
2023-12-01,668,"tuyau","outside",0,0,0,0,0,0,0,0
2023-12-01,669,"échelle","outside",0,0,0,0,0,0,0,0
2023-12-01,670,"tondeuse à gazon","outside",0,0,0,0,0.01,0,0,0
2023-12-01,671,"toit","outside",0,0,0,0,0,0,0,0
2023-12-01,672,"bac à sable","outside",0,0,0,0,0.06,0,0,0
2023-12-01,673,"trottoir","outside",0,0,0,0,0.03,0,0,0
2023-12-01,674,"bonhomme de neige","outside",0,0,0,0,0,0,0,0
2023-12-01,675,"arrosoir","outside",0,0,0,0,0,0.04,0,0
2023-12-01,676,"bâton","outside",0,0,0,0,0.01,0,0,0
2023-12-01,677,"pierre","outside",0,0,0,0,0.01,0,0,0
2023-12-01,678,"rue/route","outside",0,0,0,0,0.02,0,0,0
2023-12-01,679,"vent","outside",0,0,0,0,0.02,0.04,0,0
2023-12-01,680,"monsieur","people",0,0,0,0,0.01,0.04,0,0
2023-12-01,681,"clown","people",0,0,0,0,0,0,0,0
2023-12-01,682,"docteur","people",0,0,0,0,0.02,0.21,0,0
2023-12-01,683,"pompier","people",0,0,0,0,0.01,0,0,0
2023-12-01,684,"copain/ine","people",0,0,0,0,0.05,0.04,0,0
2023-12-01,685,"facteur","people",0,0,0,0,0.01,0,0,0
2023-12-01,686,"infirmière","people",0,0,0,0,0,0,0,0
2023-12-01,687,"police","people",0,0,0,0,0,0,0,0
2023-12-01,688,"nom de l'animal domestique","people",0,0,0,0,0.05,0.17,0,0
2023-12-01,689,"suis","helping_verbs",0,0,0,0,0.01,0,0,0
2023-12-01,690,"sont","helping_verbs",0,0,0,0,0.01,0,0,0
2023-12-01,691,"être","helping_verbs",0,0,0,0,0.01,0,0,0
2023-12-01,692,"est","helping_verbs",0,0,0,0,0.02,0,0,0
2023-12-01,693,"peux","helping_verbs",0,0,0,0,0.01,0.04,0,0
2023-12-01,694,"pourrait","helping_verbs",0,0,0,0,0,0,0,0
2023-12-01,695,"a fait","helping_verbs",0,0,0,0,0.02,0,0,0
2023-12-01,696,"faire","helping_verbs",0,0,0,0,0.02,0.04,0,0
2023-12-01,697,"fait","helping_verbs",0,0,0,0,0.03,0.04,0,0
2023-12-01,698,"ne pas","helping_verbs",0,0,0,0,0.07,0.17,0,0
2023-12-01,699,"devoir faire","helping_verbs",0,0,0,0,0.01,0,0,0
2023-12-01,700,"avoir à faire","helping_verbs",0,0,0,0,0,0,0,0
2023-12-01,701,"laisse-moi","helping_verbs",0,0,0,0,0.02,0,0,0
2023-12-01,702,"avoir besoin de","helping_verbs",0,0,0,0,0.02,0.04,0,0
2023-12-01,703,"essayer de","helping_verbs",0,0,0,0,0.01,0,0,0
2023-12-01,704,"vouloir","helping_verbs",0,0,0,0,0.01,0,0,0
2023-12-01,705,"était","helping_verbs",0,0,0,0,0,0,0,0
2023-12-01,706,"panier","household",0,0,0,0,0.01,0,0,0
2023-12-01,707,"seau","household",0,0,0,0,0.01,0,0,0
2023-12-01,708,"ordures","household",0,0,0,0,0,0,0,0
2023-12-01,709,"pot","household",0,0,0,0,0.02,0,0,0
2023-12-01,710,"couteau","household",0,0,0,0,0.03,0.04,0,0
2023-12-01,711,"serpillière","household",0,0,0,0,0.01,0,0,0
2023-12-01,712,"clou","household",0,0,0,0,0.01,0,0,0
2023-12-01,713,"serviette de table","household",0,0,0,0,0,0,0,0
2023-12-01,714,"cassette","household",0,0,0,0,0,0,0,0
2023-12-01,715,"mouchoir","household",0,0,0,0,0.06,0.17,0,0
2023-12-01,716,"plateau","household",0,0,0,0,0,0,0,0
2023-12-01,717,"trotteur","household",0,0,0,0,0,0,0,0
2023-12-01,718,"coussins","household",0,0,0,0,0.01,0.08,0,0
2023-12-01,719,"sac","household",0,0,0,0,0.05,0.04,0,0
2023-12-01,720,"être réveillé","descriptive_words",0,0,0,0,0.03,0.08,0,0
2023-12-01,721,"mieux","descriptive_words",0,0,0,0,0.01,0,0,0
2023-12-01,722,"noir","descriptive_words",0,0,0,0,0.01,0,0,0
2023-12-01,723,"marron","descriptive_words",0,0,0,0,0,0,0,0
2023-12-01,724,"premier/ère","descriptive_words",0,0,0,0,0.01,0,0,0
2023-12-01,725,"plein/ne","descriptive_words",0,0,0,0,0.01,0,0,0
2023-12-01,726,"vert/e","descriptive_words",0,0,0,0,0.01,0,0,0
2023-12-01,727,"lourd/e","descriptive_words",0,0,0,0,0.01,0,0,0
2023-12-01,728,"haut/e","descriptive_words",0,0,0,0,0.02,0,0,0
2023-12-01,729,"dernier/e","descriptive_words",0,0,0,0,0.01,0,0,0
2023-12-01,730,"long/ue","descriptive_words",0,0,0,0,0.01,0,0,0
2023-12-01,731,"fort/e","descriptive_words",0,0,0,0,0.01,0,0,0
2023-12-01,732,"fou/folle","descriptive_words",0,0,0,0,0.01,0.04,0,0
2023-12-01,733,"neuf/ve","descriptive_words",0,0,0,0,0.01,0,0,0
2023-12-01,734,"bruyant/e","descriptive_words",0,0,0,0,0,0,0,0
2023-12-01,735,"orange","descriptive_words",0,0,0,0,0,0,0,0
